frame,gt_label,gt_x,gt_y,gt_z,nearest_lumen_dist,candidate_id,candidate_x,candidate_y,candidate_z,candidate_vox,candidate_signal
49,162,294.0,141.0,161.0,5.1858,27,295.134,135.98,160.363,8191,93.9015
49,194,265.0,138.0,91.0,4.2707,7,265.494,136.75,86.9463,10342,105.975
49,225,396.0,151.0,77.0,4.2407,9,394.427,151.293,73.0727,10038,103.024
49,290,311.0,274.0,70.0,5.1978,19,309.708,277.722,66.6097,6911,97.1963
49,386,372.0,122.0,140.0,7.2335,24,368.802,119.483,134.02,3789,94.8329
49,449,488.0,180.0,168.0,3.3115,38,485.598,180.522,170.219,3893,89.5041
49,480,564.0,229.0,154.0,3.5525,12,565.662,225.864,154.154,10511,101.823
49,541,289.0,385.0,161.0,5.4824,3,287.248,384.365,155.844,6275,110.402
49,565,311.0,235.0,168.0,1.4257,55,310.941,234.671,166.614,6349,81.0239
49,590,433.0,230.0,182.0,8.756,59,432.854,228.729,173.338,4073,78.7662
49,625,471.0,319.0,133.0,6.914,28,465.729,323.452,133.447,4544,93.55
50,67,156.0,335.0,133.0,2.6528,22,154.854,333.223,131.398,4632,98.7835
50,98,236.0,389.0,105.0,1.9594,17,236.497,390.89,105.142,3392,100.806
50,131,206.0,184.0,161.0,6.7531,34,200.566,180.084,161.861,3608,91.9522
50,162,301.0,138.0,154.0,6.3914,51,305.615,140.952,150.708,2617,85.0303
50,194,261.0,146.0,91.0,7.7602,3,262.438,142.792,84.0818,9551,109.18
50,225,393.0,155.0,84.0,9.0027,11,392.964,155.522,75.0125,10612,105.783
50,290,302.0,271.0,70.0,7.5261,8,302.597,270.616,62.5074,9462,106.439
50,386,383.0,111.0,133.0,5.8054,25,382.662,116.794,132.867,4999,96.8151
50,449,490.0,178.0,175.0,5.2969,19,489.6,180.232,170.213,4527,100.655
50,480,565.0,230.0,161.0,3.0727,35,566.755,227.496,160.698,3377,91.9433
50,541,296.0,393.0,168.0,6.7928,26,294.607,394.383,161.497,4763,96.7512
50,565,309.0,232.0,161.0,1.3092,44,308.977,230.691,160.991,6219,87.6793
50,590,436.0,231.0,175.0,2.0321,46,435.012,229.61,176.105,6706,86.7845
50,625,468.0,320.0,133.0,8.6227,42,462.769,326.37,130.468,4194,89.0333
51,67,154.0,333.0,140.0,1.2968,19,154.099,331.707,140.0,4898,100.863
51,98,230.0,384.0,105.0,5.2057,4,229.285,383.737,99.8503,5722,110.825
51,131,205.0,182.0,168.0,3.3643,18,201.978,182.227,166.539,9378,101.008
51,162,292.0,131.0,161.0,8.5574,27,288.338,124.897,156.249,4097,97.8785
51,194,256.0,147.0,91.0,5.7685,11,255.995,146.372,85.2658,4405,103.75
51,225,385.0,155.0,84.0,3.5462,40,387.379,157.087,82.4,2775,93.5119
51,290,303.0,266.0,70.0,7.8988,32,301.781,267.514,62.3441,3378,96.7984
51,386,381.0,113.0,140.0,4.0204,25,383.189,112.966,136.628,5054,98.798
51,449,488.0,171.0,175.0,2.4014,36,489.894,170.666,173.562,4763,95.9023
51,480,571.0,234.0,154.0,2.9829,13,572.591,232.421,152.032,5273,102.64
51,541,299.0,394.0,161.0,6.2911,10,297.506,394.416,154.903,5764,103.902
51,565,309.0,237.0,161.0,3.2408,41,309.023,236.183,157.864,5793,93.4801
51,590,431.0,225.0,168.0,3.4485,59,430.68,225.712,171.359,7125,86.2803
51,625,465.0,315.0,133.0,9.8449,57,465.315,323.268,138.335,3400,87.033
52,67,161.0,341.0,133.0,1.7022,11,160.113,341.676,134.286,5403,104.636
52,98,232.0,388.0,91.0,8.0173,36,229.991,395.344,93.5113,3201,94.7198
52,131,200.0,190.0,161.0,4.8064,23,196.766,192.95,159.015,2883,99.4205
52,162,288.0,144.0,161.0,4.9738,27,288.482,141.378,156.801,4964,98.0634
52,194,255.0,149.0,91.0,5.1205,3,254.55,150.344,86.0796,6135,108.449
52,225,387.0,145.0,91.0,5.1125,39,389.24,140.599,92.3235,3402,93.8348
52,290,309.0,261.0,70.0,3.6732,16,307.306,260.724,66.7525,6482,102.376
52,386,380.0,118.0,140.0,5.4902,47,383.751,114.752,142.35,3463,90.2969
52,449,489.0,177.0,175.0,4.6873,18,491.427,173.018,175.473,5637,102.119
52,480,568.0,235.0,154.0,2.4142,4,568.92,233.8,152.118,9289,107.176
52,541,294.0,394.0,161.0,8.7372,9,293.266,393.274,152.324,9509,105.763
52,565,312.0,236.0,168.0,11.0196,55,312.45,235.456,157.003,9985,84.2463
52,590,422.0,230.0,175.0,4.3294,35,421.18,228.705,170.951,6975,95.3159
52,625,465.0,318.0,133.0,5.1462,37,461.652,321.887,132.593,4863,94.0828
53,67,165.0,337.0,126.0,3.4237,34,164.039,340.147,126.946,2955,93.8338
53,98,235.0,388.0,105.0,5.4109,21,236.403,388.991,110.131,3836,98.7289
53,131,196.0,196.0,161.0,4.8573,53,197.317,193.138,157.303,2641,84.6953
53,162,283.0,145.0,154.0,5.2325,35,281.672,147.627,158.326,4674,92.851
53,194,259.0,146.0,84.0,2.4981,0,258.777,145.151,86.3388,5221,110.978
53,225,388.0,147.0,91.0,3.0164,13,389.225,144.793,92.6514,8606,101.38
53,290,315.0,261.0,70.0,2.9335,15,315.243,259.81,72.6703,2693,100.467
53,386,374.0,120.0,147.0,4.0466,23,373.359,116.047,146.419,5247,98.0262
53,449,481.0,175.0,168.0,4.1428,26,479.8,173.926,171.817,5398,96.2496
53,480,560.0,226.0,161.0,2.3626,5,561.661,224.562,160.131,8646,105.907
53,541,301.0,399.0,154.0,5.5137,4,299.566,398.325,148.719,5812,107.191
53,565,304.0,238.0,161.0,3.4173,48,301.894,237.572,163.657,8278,87.017
53,590,419.0,231.0,175.0,6.2425,52,417.868,231.664,168.897,4312,84.7376
53,625,471.0,310.0,133.0,8.9155,55,478.363,309.962,127.973,3603,83.2289
54,67,170.0,337.0,126.0,3.6408,9,168.035,335.718,128.784,5284,106.855
54,98,243.0,382.0,105.0,4.4412,16,239.923,384.78,106.59,4109,103.629
54,131,196.0,197.0,154.0,3.1273,50,198.924,198.074,153.723,3611,88.1135
54,162,282.0,149.0,154.0,3.5748,28,285.265,147.694,154.643,4858,97.4721
54,194,255.0,151.0,91.0,3.4106,1,252.441,148.994,89.9705,8875,114.949
54,225,374.0,151.0,84.0,2.9371,12,374.74,150.104,86.6974,9115,104.964
54,290,320.0,260.0,77.0,3.2809,17,317.688,259.959,74.6725,3918,103.55
54,386,369.0,119.0,147.0,7.6404,61,363.825,120.116,141.491,2931,80.5916
54,449,477.0,174.0,168.0,4.4927,18,474.701,170.154,167.673,4717,102.52
54,480,550.0,219.0,154.0,1.717,38,549.087,217.636,154.504,3377,93.6207
54,541,298.0,401.0,154.0,4.6261,11,297.674,401.446,149.407,5950,106.137
54,565,303.0,241.0,168.0,5.5786,48,300.354,239.277,163.401,5463,88.4443
54,590,410.0,227.0,175.0,4.3635,62,407.365,223.927,173.371,3180,80.5445
54,625,477.0,306.0,140.0,8.1588,58,469.696,309.622,140.315,5747,81.519
55,67,171.0,332.0,133.0,4.3557,16,173.009,333.49,129.434,5349,103.227
55,98,239.0,384.0,105.0,3.4671,26,240.262,384.986,108.075,5335,100.523
55,131,194.0,196.0,161.0,3.147,35,193.697,192.891,161.382,2870,94.8714
55,162,280.0,153.0,154.0,6.1705,33,279.67,149.316,158.939,4856,97.1322
55,194,261.0,152.0,91.0,2.5771,3,259.448,151.557,93.0091,6612,114.559
55,225,368.0,159.0,84.0,4.1996,0,367.45,156.995,87.6488,7626,117.052
55,290,324.0,265.0,77.0,1.7969,13,322.558,265.306,75.9725,2672,105.207
55,386,371.0,121.0,154.0,9.0296,22,370.79,118.832,145.237,4921,101.454
55,480,550.0,216.0,154.0,4.2478,32,550.273,215.632,149.777,4719,97.3835
55,541,302.0,396.0,161.0,5.2853,11,300.205,396.732,156.083,8780,106.762
55,565,306.0,241.0,168.0,9.8152,59,305.377,239.33,158.348,8182,85.8241
55,590,410.0,228.0,175.0,7.6882,66,407.601,226.45,167.862,2931,74.2635
55,625,476.0,300.0,140.0,7.8385,56,478.474,307.081,142.276,6277,86.9136
56,67,168.0,332.0,140.0,7.7549,4,167.167,333.553,132.448,6801,115.043
56,98,239.0,385.0,105.0,2.6476,21,237.53,385.443,102.843,2830,105.018
56,131,192.0,196.0,154.0,7.4541,24,193.323,188.72,153.097,4012,103.223
56,162,285.0,147.0,154.0,7.2642,19,280.74,146.102,148.185,5769,105.854
56,194,267.0,154.0,91.0,4.42,23,268.054,152.235,87.0872,3439,103.788
56,225,370.0,160.0,91.0,5.4926,10,367.89,157.47,86.605,5840,111.419
56,290,324.0,260.0,77.0,2.7843,22,324.182,257.904,75.1762,3724,104.654
56,386,370.0,115.0,147.0,6.3324,7,368.256,118.767,151.782,4581,113.508
56,480,550.0,210.0,154.0,5.4245,25,549.307,204.62,153.997,3406,101.822
56,541,304.0,395.0,168.0,3.9458,35,302.156,394.772,164.519,4623,94.7632
56,565,308.0,241.0,168.0,3.5573,60,306.222,241.959,165.072,2661,84.124
56,590,410.0,231.0,175.0,5.133,65,408.588,232.138,170.198,3947,79.6782
56,625,486.0,296.0,133.0,3.9857,54,489.848,296.688,132.222,2748,86.4012
57,67,171.0,326.0,133.0,8.3509,18,172.911,320.397,127.11,3726,109.157
57,98,237.0,384.0,105.0,2.8518,11,235.825,382.695,102.753,5643,115.603
57,162,281.0,146.0,154.0,12.2109,31,272.926,152.089,147.156,3029,101.125
57,194,275.0,155.0,84.0,2.8369,28,277.33,153.385,84.1037,3793,104.236
57,225,377.0,161.0,84.0,3.8002,26,379.235,162.046,86.89,7261,105.374
57,290,330.0,255.0,84.0,10.1045,7,327.575,254.651,74.197,3914,123.164
57,386,374.0,115.0,140.0,4.4065,5,372.545,113.002,143.648,4464,125.981
57,480,554.0,213.0,154.0,4.4814,23,552.777,211.277,150.048,4457,105.862
57,541,305.0,398.0,168.0,6.8024,30,303.729,394.646,162.22,4986,101.173
57,565,310.0,239.0,168.0,9.6714,42,310.174,238.397,158.349,9171,97.2816
57,590,412.0,236.0,168.0,3.0075,59,409.893,234.013,168.811,6930,83.6275
57,625,483.0,296.0,133.0,8.9772,41,488.166,302.789,130.205,5000,97.4909
58,67,163.0,327.0,126.0,1.9525,5,161.919,326.946,124.375,3803,146.944
58,98,238.0,384.0,105.0,7.355,23,238.023,377.064,107.447,3806,125.064
58,147,219.0,209.0,168.0,4.8555,27,218.113,208.253,163.285,4727,117.832
58,162,289.0,133.0,154.0,6.4834,21,286.899,134.319,159.99,3100,127.533
58,194,273.0,157.0,91.0,4.8441,22,271.011,154.937,87.0945,3991,125.944
58,225,385.0,159.0,84.0,2.7832,37,386.158,161.389,83.1646,6459,100.405
58,290,336.0,265.0,77.0,5.3252,1,336.373,263.428,71.9258,3599,164.094
58,386,372.0,116.0,147.0,5.1506,39,375.834,119.439,147.048,4133,99.695
58,480,550.0,211.0,154.0,13.0902,20,551.137,209.165,141.089,3215,130.373
58,541,305.0,390.0,175.0,2.9141,41,302.866,389.551,173.067,2965,95.4784
58,565,313.0,236.0,154.0,2.51,47,313.478,237.895,155.575,8654,90.3711
58,590,408.0,232.0,182.0,8.4989,51,407.239,231.638,173.543,5756,85.6967
58,625,482.0,301.0,140.0,5.4786,48,486.037,303.82,137.599,2885,89.0357
59,68,152.0,331.0,105.0,2.0838,15,150.734,330.696,106.627,2839,143.669
59,83,174.0,348.0,133.0,4.2988,23,174.627,347.759,137.246,5243,120.297
59,98,237.0,399.0,98.0,1.9826,2,235.536,398.661,99.2933,5941,159.357
59,147,218.0,218.0,175.0,13.3276,33,220.715,218.628,161.967,3237,103.39
59,163,253.0,132.0,154.0,2.0299,11,252.622,131.25,152.152,3204,146.043
59,178,307.0,153.0,161.0,1.0345,20,306.492,152.473,161.731,5898,127.962
59,194,266.0,162.0,84.0,2.2316,0,265.733,160.825,82.1217,3664,161.091
59,225,372.0,163.0,84.0,4.0106,26,370.305,166.142,85.8276,5363,113.482
59,291,314.0,241.0,56.0,2.5523,16,313.616,241.1,58.5213,2876,142.048
59,306,352.0,279.0,77.0,0.7694,10,351.993,278.658,76.3108,3034,147.624
59,387,344.0,101.0,126.0,1.1851,17,343.721,100.002,126.575,5902,141.821
59,402,382.0,133.0,154.0,3.5452,29,381.704,132.86,150.47,3500,107.016
59,418,457.0,115.0,98.0,3.138,13,455.848,115.332,100.9,3439,144.439
59,450,470.0,147.0,161.0,2.1857,21,468.304,145.724,160.478,4204,126.371
59,465,500.0,181.0,189.0,15.485,28,497.247,181.787,173.782,4000,110.626
59,480,557.0,210.0,140.0,1.5556,3,556.258,208.649,140.21,4112,156.676
59,541,312.0,387.0,168.0,3.8037,35,310.554,384.203,165.866,5863,101.804
59,565,316.0,249.0,161.0,3.7846,42,314.981,248.232,157.437,9142,95.4503
59,590,411.0,230.0,168.0,3.983,53,408.126,230.344,170.736,8888,82.7413
59,625,480.0,283.0,133.0,6.7287,54,478.672,277.957,128.748,2878,81.7991
60,51,211.0,231.0,105.0,3.9337,20,209.312,229.596,108.264,3759,120.727
60,68,153.0,339.0,98.0,2.3125,7,151.998,338.704,100.063,3299,136.491
60,83,179.0,369.0,140.0,5.7086,28,177.873,367.654,134.568,4866,112.178
60,99,231.0,383.0,77.0,4.0005,1,230.875,381.466,80.6926,4183,154.695
60,114,277.0,406.0,112.0,2.1389,8,275.56,405.846,113.574,4557,135.572
60,147,213.0,214.0,175.0,4.4216,43,213.16,213.692,170.592,6404,93.7533
60,163,240.0,136.0,147.0,2.5127,15,238.198,135.666,148.719,3355,127.861
60,178,299.0,143.0,175.0,6.1957,34,297.531,141.814,169.099,5714,101.453
60,195,251.0,156.0,77.0,2.2839,3,249.875,154.451,75.7545,3392,147.911
60,210,286.0,184.0,105.0,3.277,13,285.073,183.299,108.064,4192,128.761
60,225,369.0,162.0,70.0,5.1394,0,367.3,161.33,74.8036,7528,160.182
60,291,305.0,239.0,56.0,3.4446,14,304.338,238.639,59.3611,2650,127.981
60,306,357.0,280.0,70.0,5.7353,12,355.571,279.914,75.5538,3885,129.095
60,387,329.0,105.0,119.0,3.9448,19,328.268,103.183,122.424,4738,122.577
60,402,380.0,133.0,147.0,3.2053,33,378.869,132.653,149.979,6348,102.79
60,418,445.0,114.0,98.0,4.2348,18,444.275,112.946,102.037,5844,126.721
60,450,468.0,138.0,168.0,7.5853,27,468.91,138.193,160.472,5133,112.957
60,465,509.0,177.0,182.0,6.0635,31,506.135,175.997,176.751,4971,105.651
60,481,561.0,189.0,133.0,1.1732,2,561.066,187.905,133.416,3074,148.403
60,496,574.0,234.0,154.0,3.0302,5,573.518,232.214,156.4,2998,139.746
60,541,330.0,386.0,168.0,5.7944,38,324.824,385.941,170.604,8663,95.8171
60,565,323.0,246.0,161.0,4.6547,50,318.809,245.806,163.016,6177,88.9579
60,590,415.0,228.0,168.0,7.2076,54,412.911,225.179,174.295,8235,85.2336
60,625,474.0,277.0,133.0,7.5479,41,476.085,283.808,130.495,3225,94.28
61,51,216.0,232.0,105.0,2.835,27,214.615,231.158,107.326,6791,112.058
61,68,156.0,345.0,98.0,1.4949,10,154.634,345.072,97.397,5222,127.079
61,83,187.0,372.0,133.0,1.2189,18,185.939,371.405,133.078,5424,122.267
61,99,235.0,384.0,84.0,3.8166,4,234.484,383.979,80.2185,4748,132.652
61,114,282.0,416.0,105.0,2.9173,9,282.063,415.68,107.899,4785,127.281
61,147,221.0,215.0,175.0,1.4315,48,219.693,214.469,175.243,4671,90.3596
61,163,231.0,142.0,154.0,7.5777,17,230.762,140.83,146.517,6019,123.971
61,178,298.0,143.0,175.0,5.2053,29,296.601,142.228,170.046,3695,108.277
61,195,248.0,158.0,84.0,2.3214,3,246.115,156.648,83.9119,4066,135.052
61,210,286.0,198.0,112.0,3.3125,36,282.769,197.717,112.673,3886,102.885
61,226,335.0,156.0,70.0,3.4142,0,334.753,155.061,73.2732,4097,138.363
61,241,383.0,153.0,91.0,7.1977,2,382.417,152.059,98.1121,3527,135.871
61,291,295.0,236.0,56.0,6.106,21,295.061,236.265,62.0999,4905,118.465
61,306,354.0,276.0,70.0,3.524,20,354.044,275.275,66.5517,3624,119.426
61,387,315.0,104.0,119.0,1.6336,13,314.184,102.637,119.381,4660,126.165
61,402,381.0,147.0,154.0,5.4824,37,381.552,146.245,148.598,7375,101.54
61,418,433.0,108.0,112.0,5.4656,16,431.799,106.604,106.854,5848,125.568
61,481,556.0,179.0,133.0,2.7358,15,554.464,178.518,135.212,3724,126.124
61,496,574.0,227.0,161.0,6.3497,19,574.392,226.601,154.675,6965,120.503
61,541,326.0,391.0,168.0,3.3121,44,322.809,390.215,168.414,4496,96.7988
61,565,336.0,253.0,168.0,5.1958,57,340.229,254.537,165.402,4194,83.8594
61,590,426.0,225.0,175.0,5.3533,51,422.187,228.654,174.124,2862,88.4954
61,611,371.0,342.0,133.0,2.7151,40,369.74,341.049,135.209,3833,99.0147
61,625,474.0,275.0,126.0,8.2964,49,472.846,281.947,130.386,6821,90.3254
62,51,226.0,238.0,105.0,1.0118,17,225.9,237.091,104.567,5517,117.529
62,68,144.0,339.0,98.0,2.3525,4,141.744,338.522,98.4648,7031,127.926
62,83,183.0,372.0,140.0,5.777,11,182.57,372.151,134.241,8113,120.667
62,99,233.0,390.0,84.0,4.0257,1,232.218,389.585,80.0728,4338,136.851
62,114,283.0,415.0,112.0,4.6273,9,281.971,414.851,107.491,6761,121.261
62,147,238.0,213.0,175.0,1.9675,51,236.589,214.144,175.756,6334,89.4564
62,163,227.0,139.0,154.0,1.3693,12,226.024,138.04,153.972,4164,119.966
62,178,303.0,141.0,175.0,5.8698,37,303.614,138.867,169.566,4166,104.483
62,195,244.0,153.0,77.0,5.2383,13,243.663,152.205,82.1666,7460,119.821
62,210,294.0,201.0,119.0,4.9517,24,293.087,199.567,114.349,6984,113.504
62,226,334.0,146.0,77.0,4.8606,2,332.992,146.223,72.2503,3382,135.197
62,241,387.0,151.0,98.0,12.4415,34,385.435,149.819,110.286,5683,106.108
62,291,288.0,230.0,63.0,1.5024,26,286.849,229.117,63.3906,5212,113.102
62,387,311.0,103.0,119.0,3.1883,3,309.618,101.866,116.36,4901,130.657
62,402,386.0,151.0,154.0,2.5455,47,386.778,149.983,151.8,6902,94.124
62,418,437.0,101.0,112.0,1.2088,7,436.574,100.033,111.413,7298,125.418
62,481,561.0,176.0,133.0,2.2347,32,560.066,173.983,132.769,2745,109.78
62,496,579.0,238.0,154.0,2.0616,15,579.315,237.4,152.053,5327,119.07
62,541,322.0,387.0,161.0,2.7089,41,319.535,387.771,161.817,4143,99.285
62,565,343.0,258.0,161.0,2.7498,55,345.512,258.09,159.885,3183,83.8338
62,590,431.0,236.0,175.0,7.5485,57,428.623,229.031,176.662,4286,83.3057
62,611,374.0,355.0,140.0,2.7771,43,372.94,353.169,141.799,5133,97.2863
62,625,473.0,286.0,119.0,9.5412,23,466.412,284.855,125.806,2687,114.475
63,51,238.0,245.0,112.0,5.1677,27,238.577,244.365,106.904,8734,113.799
63,68,144.0,329.0,98.0,2.4105,1,143.035,328.506,100.153,5627,133.918
63,83,191.0,382.0,140.0,6.4253,19,190.665,382.488,133.602,8453,119.918
63,99,225.0,390.0,77.0,3.9043,3,225.089,389.011,73.2241,6610,131.414
63,114,293.0,418.0,105.0,0.79,6,292.396,417.561,105.258,6227,128.478
63,147,241.0,217.0,175.0,1.5227,45,240.903,215.57,175.514,7565,92.2991
63,163,215.0,141.0,154.0,4.0872,22,214.892,139.933,150.056,8421,118.758
63,178,313.0,138.0,175.0,4.077,32,311.285,136.744,171.521,6872,108.069
63,195,233.0,151.0,77.0,1.2468,20,232.872,150.391,75.9196,10165,119.802
63,210,304.0,206.0,112.0,2.5156,28,301.741,206.092,113.103,8590,113.183
63,226,321.0,145.0,70.0,1.3213,7,321.061,144.888,71.3151,6660,127.939
63,241,388.0,145.0,105.0,3.8619,29,386.678,143.959,101.524,4904,112.273
63,291,271.0,225.0,70.0,4.9691,15,270.589,224.936,65.0483,9228,121.397
63,387,302.0,104.0,112.0,4.3586,4,300.721,104.199,116.162,5394,130.432
63,402,398.0,149.0,161.0,2.6672,41,397.222,149.745,158.56,5148,98.7521
63,418,441.0,101.0,112.0,1.6016,16,439.665,100.272,111.497,2724,120.991
63,481,556.0,165.0,133.0,4.0134,10,555.07,164.965,129.096,5546,124.703
63,496,589.0,238.0,161.0,7.2519,21,589.055,237.712,153.754,7732,119.106
63,541,320.0,393.0,161.0,3.3892,33,320.421,390.367,163.092,6276,106.744
63,565,346.0,249.0,161.0,4.2731,55,343.401,248.003,164.242,5990,85.4405
63,590,434.0,225.0,168.0,6.3045,53,432.661,228.007,173.377,5896,86.7121
63,611,376.0,359.0,140.0,0.5803,34,375.42,359.018,140.002,5636,106.666
63,625,465.0,284.0,126.0,3.8614,2,466.011,283.412,129.68,3018,133.202
64,51,238.0,252.0,112.0,1.6926,30,237.446,250.47,111.534,8281,112.614
64,68,147.0,322.0,98.0,1.3688,4,146.403,322.509,99.1217,4885,131.68
64,83,196.0,386.0,126.0,2.5078,7,195.816,386.212,128.492,5933,126.88
64,99,225.0,384.0,70.0,4.6225,17,225.084,383.527,74.5975,5890,118.949
64,114,302.0,420.0,112.0,2.5509,3,302.037,419.606,109.48,8064,132.904
64,147,234.0,219.0,175.0,1.285,52,233.93,218.239,176.033,6228,93.0978
64,163,223.0,144.0,154.0,3.9625,18,221.077,143.28,150.611,7835,118.878
64,178,319.0,136.0,175.0,2.3791,37,317.464,135.854,176.811,6935,106.829
64,195,225.0,145.0,84.0,1.8644,28,225.291,143.866,85.451,7918,114.819
64,210,310.0,203.0,112.0,3.319,25,310.511,203.297,108.734,8880,115.896
64,226,325.0,139.0,70.0,4.0857,19,323.352,138.758,66.2692,3572,118.851
64,241,387.0,142.0,105.0,1.6508,24,386.196,141.56,103.627,8603,116.655
64,291,257.0,219.0,70.0,3.2638,23,256.596,218.236,66.8527,8935,116.861
64,387,307.0,106.0,112.0,1.7152,9,307.831,105.176,113.254,8324,125.751
64,402,403.0,149.0,168.0,5.8331,45,402.983,149.019,162.167,4535,99.7979
64,418,431.0,100.0,112.0,3.266,2,430.058,99.7884,108.88,4602,133.668
64,496,593.0,247.0,154.0,2.0639,5,592.531,245.759,152.419,6105,128.313
64,541,319.0,387.0,161.0,3.9761,47,318.199,387.4,164.874,3599,97.7854
64,565,350.0,252.0,161.0,1.6806,57,348.593,251.953,160.082,7811,80.5418
64,590,436.0,231.0,175.0,6.3194,54,432.664,229.885,169.75,6989,91.102
64,611,375.0,366.0,140.0,1.5973,34,373.443,365.918,139.653,8756,109.03
64,626,467.0,303.0,126.0,1.5326,31,466.063,302.918,124.79,4940,109.862
64,633,470.0,253.0,119.0,2.4847,26,469.693,251.636,121.054,3713,115.81
65,51,234.0,250.0,112.0,1.2685,45,233.181,249.863,112.959,5868,105.315
65,68,142.0,320.0,98.0,1.5271,3,140.961,320.567,97.0351,4442,135.397
65,83,195.0,386.0,133.0,1.1421,10,195.122,385.78,131.886,8130,127.742
65,99,215.0,379.0,77.0,1.0451,7,215.069,379.234,75.9838,5155,129.377
65,114,297.0,417.0,112.0,0.4937,15,296.519,417.007,111.889,5159,124.386
65,147,236.0,221.0,175.0,0.7954,53,235.206,220.975,174.961,8525,96.1152
65,163,227.0,143.0,154.0,3.4885,33,228.619,144.091,156.891,3252,111.671
65,178,316.0,149.0,175.0,3.0388,35,314.388,146.929,173.468,7788,111.409
65,195,228.0,140.0,84.0,0.865,4,227.97,139.791,84.8388,6667,131.808
65,210,308.0,210.0,112.0,1.0109,27,307.996,209.564,111.088,6641,114.724
65,226,317.0,143.0,70.0,6.4734,14,316.923,143.187,63.5298,4546,125.39
65,241,385.0,141.0,112.0,7.9004,43,384.915,140.483,119.883,4968,105.534
65,291,252.0,225.0,70.0,2.3301,22,252.399,225.043,67.7047,8456,121.586
65,387,308.0,106.0,119.0,0.6352,2,307.567,105.682,118.661,5474,135.575
65,402,397.0,155.0,168.0,8.1587,38,396.112,153.698,159.995,8161,109.002
65,418,429.0,103.0,112.0,2.8266,8,428.023,101.77,109.65,3769,128.455
65,496,583.0,244.0,168.0,7.1709,23,583.262,244.034,160.834,7476,118.663
65,541,323.0,384.0,161.0,6.8,39,324.357,384.052,167.663,8222,108.096
65,565,348.0,255.0,161.0,3.6109,60,347.495,255.971,157.559,4013,86.9531
65,590,440.0,241.0,168.0,1.8308,61,438.664,239.749,168.043,3001,82.6498
65,611,377.0,378.0,133.0,1.9753,28,375.512,378.075,134.297,6905,114.717
65,626,459.0,311.0,112.0,1.762,48,458.358,309.538,111.255,5414,104.863
65,633,469.0,243.0,119.0,2.5831,31,468.33,242.73,116.52,3889,112.995
66,51,232.0,246.0,112.0,3.3415,23,231.793,246.259,115.325,4907,117.641
66,68,145.0,313.0,91.0,0.2011,5,144.984,313.003,90.7996,8696,132.632
66,83,199.0,389.0,133.0,2.7708,6,198.624,389.081,130.256,6533,131.71
66,99,212.0,377.0,77.0,3.3547,16,211.965,377.04,80.3543,7662,123.065
66,114,298.0,414.0,112.0,0.7908,10,298.223,413.717,112.704,9875,127.245
66,147,236.0,226.0,175.0,1.0099,55,236.625,226.434,174.336,6230,94.7163
66,163,230.0,138.0,154.0,3.2698,36,229.255,138.734,157.098,2933,108.038
66,178,318.0,146.0,175.0,1.1055,43,317.505,145.014,175.07,6265,104.201
66,195,233.0,136.0,84.0,6.6757,21,232.753,135.958,90.671,5042,118.963
66,210,309.0,208.0,112.0,3.8078,22,308.719,208.51,108.237,4409,118.316
66,226,316.0,149.0,70.0,3.7574,18,314.251,149.076,66.6753,6030,122.236
66,241,392.0,149.0,112.0,2.7755,34,391.276,148.403,114.612,4448,111.456
66,291,252.0,223.0,63.0,2.2181,15,252.08,222.564,65.1734,5200,123.378
66,387,312.0,107.0,126.0,3.6798,0,311.502,106.693,122.367,8909,138.214
66,402,391.0,152.0,161.0,1.1406,42,391.774,152.571,161.613,10611,105.464
66,418,426.0,102.0,112.0,1.8681,7,427.006,101.63,110.47,7415,130.318
66,496,585.0,235.0,161.0,6.8337,19,585.725,234.795,154.208,8022,120.842
66,541,325.0,386.0,161.0,1.8014,57,324.656,385.483,159.309,2689,93.5183
66,565,348.0,259.0,154.0,13.1388,65,349.984,257.731,166.926,9246,86.8469
66,590,437.0,242.0,161.0,4.7708,64,436.664,237.685,158.993,4326,87.1641
66,611,376.0,383.0,126.0,2.9014,26,376.774,383.528,123.254,5340,115.145
66,626,463.0,315.0,112.0,5.1493,30,462.679,315.183,106.864,7021,114.513
66,633,475.0,237.0,112.0,2.0313,35,473.423,236.655,113.233,7766,110.608
66,711,569.0,319.0,147.0,0.7078,53,568.425,319.037,147.411,4312,96.9444
67,51,228.0,244.0,119.0,4.7856,28,228.351,244.532,114.257,7618,117.885
67,68,152.0,326.0,91.0,1.1028,9,151.508,326.102,91.9817,8359,131.224
67,83,205.0,391.0,126.0,2.4764,8,204.373,390.942,123.605,5173,132.035
67,99,215.0,380.0,77.0,4.0524,36,214.163,379.668,80.9511,6932,112.878
67,114,304.0,416.0,112.0,3.3611,4,304.165,416.259,108.653,7335,132.755
67,147,234.0,228.0,175.0,2.3618,53,233.755,226.98,177.116,5171,99.1483
67,163,223.0,139.0,154.0,2.1624,25,223.573,139.794,152.072,5180,120.01
67,178,319.0,152.0,175.0,3.5744,52,319.424,152.606,171.503,6955,99.3626
67,195,226.0,141.0,84.0,3.927,7,225.941,141.115,87.9249,8611,132.135
67,210,296.0,202.0,112.0,2.4288,40,296.227,202.625,114.336,6517,109.466
67,226,307.0,150.0,70.0,3.209,6,306.201,149.405,73.0504,6064,132.589
67,241,382.0,151.0,112.0,0.5041,27,382.14,151.359,111.675,7571,119.181
